9,2290,1.84542
20,2290,1.84542
30,2289,1.84462
40,2288,1.84381
50,2289,1.84462
60,2288,1.84381
70,2288,1.84381
80,2290,1.84542
90,2288,1.84381
100,2289,1.84462
110,2288,1.84381
120,2289,1.84462
130,2289,1.84462
140,2293,1.84784
150,2289,1.84462
160,2291,1.84623
170,2293,1.84784
180,2288,1.84381
190,2290,1.84542
200,2288,1.84381
210,2288,1.84381
220,2288,1.84381
230,2288,1.84381
240,2289,1.84462
250,2288,1.84381
260,2288,1.84381
270,2288,1.84381
280,2288,1.84381
290,2287,1.84300
300,2288,1.84381
310,2290,1.84542
320,2288,1.84381
330,2288,1.84381
340,2288,1.84381
350,2288,1.84381
360,2287,1.84300
370,2288,1.84381
380,2288,1.84381
390,2288,1.84381
400,2287,1.84300
410,2287,1.84300
420,2288,1.84381
430,2288,1.84381
440,2287,1.84300
450,2288,1.84381
460,2288,1.84381
470,2288,1.84381
480,2288,1.84381
490,2287,1.84300
500,2288,1.84381
510,2287,1.84300
520,2286,1.84220
530,2288,1.84381
540,2286,1.84220
550,2288,1.84381
560,2288,1.84381
570,2288,1.84381
580,2288,1.84381
590,2288,1.84381
600,2286,1.84220
610,2287,1.84300
620,2287,1.84300
630,2288,1.84381
640,2286,1.84220
650,2286,1.84220
660,2285,1.84139
670,2286,1.84220
680,2287,1.84300
690,2285,1.84139
700,2285,1.84139
710,2287,1.84300
720,2285,1.84139
730,2287,1.84300
740,2283,1.83978
750,2286,1.84220
760,2287,1.84300
770,2287,1.84300
780,2285,1.84139
790,2287,1.84300
800,2286,1.84220
810,2283,1.83978
820,2283,1.83978
830,2286,1.84220
840,2285,1.84139
850,2285,1.84139
860,2283,1.83978
870,2286,1.84220
880,2283,1.83978
890,2284,1.84059
900,2279,1.83656
910,2287,1.84300
920,2286,1.84220
930,2288,1.84381
940,2283,1.83978
950,2278,1.83575
960,2281,1.83817
970,2281,1.83817
980,2278,1.83575
990,2283,1.83978
1000,2281,1.83817
1010,2281,1.83817
1020,2279,1.83656
1030,2277,1.83495
1040,2278,1.83575
1050,2281,1.83817
1060,2278,1.83575
1070,2279,1.83656
1080,2277,1.83495
1090,2277,1.83495
1100,2278,1.83575
1110,2277,1.83495
1120,2278,1.83575
1130,2278,1.83575
1140,2278,1.83575
1150,2278,1.83575
1160,2276,1.83414
1170,2275,1.83333
1180,2276,1.83414
1190,2280,1.83736
1200,2277,1.83495
1210,2278,1.83575
1220,2279,1.83656
1230,2274,1.83253
1240,2279,1.83656
1250,2279,1.83656
1260,2277,1.83495
1270,2281,1.83817
1280,2277,1.83495
1290,2276,1.83414
1300,2277,1.83495
1310,2275,1.83333
1320,2277,1.83495
1330,2277,1.83495
1340,2274,1.83253
1350,2275,1.83333
1360,2276,1.83414
1370,2277,1.83495
1380,2279,1.83656
1390,2274,1.83253
1400,2273,1.83172
1410,2274,1.83253
1420,2275,1.83333
1430,2274,1.83253
1440,2278,1.83575
1450,2275,1.83333
