9,1517,1.22249
20,1515,1.22088
30,1513,1.21927
40,1515,1.22088
50,1515,1.22088
60,1515,1.22088
70,1511,1.21766
80,1518,1.22330
90,1515,1.22088
100,1517,1.22249
110,1514,1.22007
120,1515,1.22088
130,1516,1.22168
140,1517,1.22249
150,1519,1.22410
160,1515,1.22088
170,1515,1.22088
180,1518,1.22330
190,1518,1.22330
200,1517,1.22249
210,1516,1.22168
220,1516,1.22168
230,1515,1.22088
240,1517,1.22249
250,1513,1.21927
260,1514,1.22007
270,1514,1.22007
280,1514,1.22007
290,1513,1.21927
300,1514,1.22007
310,1516,1.22168
320,1514,1.22007
330,1515,1.22088
340,1517,1.22249
350,1515,1.22088
360,1517,1.22249
370,1515,1.22088
380,1515,1.22088
390,1514,1.22007
400,1515,1.22088
410,1513,1.21927
420,1517,1.22249
430,1515,1.22088
440,1515,1.22088
450,1514,1.22007
460,1514,1.22007
470,1513,1.21927
480,1516,1.22168
490,1515,1.22088
500,1513,1.21927
510,1514,1.22007
520,1513,1.21927
530,1513,1.21927
540,1513,1.21927
550,1513,1.21927
560,1514,1.22007
570,1515,1.22088
580,1514,1.22007
590,1514,1.22007
600,1515,1.22088
610,1513,1.21927
620,1515,1.22088
630,1511,1.21766
640,1514,1.22007
650,1511,1.21766
660,1515,1.22088
670,1513,1.21927
680,1511,1.21766
690,1515,1.22088
700,1511,1.21766
710,1511,1.21766
720,1514,1.22007
730,1513,1.21927
740,1513,1.21927
750,1511,1.21766
760,1513,1.21927
770,1514,1.22007
780,1513,1.21927
790,1514,1.22007
800,1515,1.22088
810,1514,1.22007
820,1515,1.22088
830,1515,1.22088
840,1514,1.22007
850,1510,1.21685
860,1511,1.21766
870,1513,1.21927
880,1513,1.21927
890,1511,1.21766
900,1511,1.21766
910,1510,1.21685
920,1513,1.21927
930,1511,1.21766
940,1511,1.21766
950,1515,1.22088
960,1511,1.21766
970,1511,1.21766
980,1511,1.21766
990,1514,1.22007
1000,1512,1.21846
1010,1515,1.22088
1020,1515,1.22088
1030,1513,1.21927
1040,1511,1.21766
1050,1515,1.22088
1060,1510,1.21685
1070,1511,1.21766
1080,1511,1.21766
1090,1511,1.21766
1100,1511,1.21766
1110,1514,1.22007
1120,1514,1.22007
1130,1514,1.22007
1140,1511,1.21766
1150,1511,1.21766
1160,1513,1.21927
1170,1510,1.21685
1180,1511,1.21766
1190,1510,1.21685
1200,1509,1.21604
1210,1511,1.21766
1220,1511,1.21766
1230,1513,1.21927
1240,1510,1.21685
1250,1511,1.21766
1260,1513,1.21927
1270,1509,1.21604
1280,1510,1.21685
1290,1514,1.22007
1300,1511,1.21766
1310,1511,1.21766
1320,1507,1.21443
1330,1507,1.21443
1340,1513,1.21927
1350,1510,1.21685
1360,1510,1.21685
1370,1513,1.21927
1380,1511,1.21766
1390,1511,1.21766
1400,1511,1.21766
1410,1511,1.21766
1420,1510,1.21685
1430,1509,1.21604
1440,1509,1.21604
1450,1511,1.21766
1460,1513,1.21927
1470,1508,1.21524
1480,1510,1.21685
1490,1510,1.21685
1500,1510,1.21685
1510,1510,1.21685
1520,1509,1.21604
1530,1511,1.21766
1540,1511,1.21766
1550,1510,1.21685
1560,1510,1.21685
1570,1509,1.21604
1580,1510,1.21685
1590,1511,1.21766
1600,1509,1.21604
1610,1511,1.21766
1620,1511,1.21766
1630,1510,1.21685
1640,1509,1.21604
1650,1510,1.21685
1660,1511,1.21766
1670,1508,1.21524
1680,1509,1.21604
1690,1512,1.21846
1700,1510,1.21685
1710,1509,1.21604
1720,1510,1.21685
1730,1511,1.21766
1740,1508,1.21524
1750,1508,1.21524
1760,1508,1.21524
1770,1510,1.21685
1780,1509,1.21604
1790,1509,1.21604
1800,1509,1.21604
1810,1509,1.21604
1820,1509,1.21604
1830,1511,1.21766
1840,1510,1.21685
1850,1510,1.21685
1860,1509,1.21604
1870,1511,1.21766
1880,1511,1.21766
1890,1510,1.21685
1900,1510,1.21685
1910,1510,1.21685
1920,1511,1.21766
1930,1509,1.21604
1940,1509,1.21604
1950,1509,1.21604
1960,1509,1.21604
1970,1510,1.21685
1980,1510,1.21685
1990,1507,1.21443
2000,1511,1.21766
2010,1511,1.21766
2020,1510,1.21685
2030,1509,1.21604
2040,1509,1.21604
2050,1509,1.21604
2060,1511,1.21766
2070,1511,1.21766
2080,1511,1.21766
2090,1510,1.21685
2100,1508,1.21524
2110,1509,1.21604
2120,1511,1.21766
2130,1510,1.21685
2140,1510,1.21685
2150,1507,1.21443
2160,1511,1.21766
2170,1509,1.21604
2180,1508,1.21524
2190,1509,1.21604
2200,1509,1.21604
2210,1509,1.21604
2220,1511,1.21766
2230,1509,1.21604
2240,1511,1.21766
2250,1507,1.21443
2260,1510,1.21685
2270,1510,1.21685
2280,1509,1.21604
2290,1507,1.21443
2300,1509,1.21604
2310,1509,1.21604
2320,1510,1.21685
2330,1507,1.21443
2340,1510,1.21685
2350,1509,1.21604
2360,1510,1.21685
2370,1510,1.21685
2380,1511,1.21766
2390,1509,1.21604
2400,1509,1.21604
2410,1510,1.21685
2420,1508,1.21524
2430,1509,1.21604
2440,1509,1.21604
2450,1510,1.21685
2460,1509,1.21604
2470,1509,1.21604
2480,1507,1.21443
2490,1509,1.21604
2500,1509,1.21604
2510,1509,1.21604
