9,1806,1.45538
20,1746,1.40703
30,1746,1.40703
40,1747,1.40784
50,1744,1.40542
60,1746,1.40703
70,1746,1.40703
80,1745,1.40623
90,1746,1.40703
100,1747,1.40784
110,1747,1.40784
120,1746,1.40703
130,1747,1.40784
140,1747,1.40784
150,1745,1.40623
160,1746,1.40703
170,1747,1.40784
180,1745,1.40623
190,1744,1.40542
200,1746,1.40703
210,1748,1.40864
220,1744,1.40542
230,1759,1.41751
240,1728,1.39253
250,1767,1.42396
260,1745,1.40623
270,1840,1.48278
280,1748,1.40864
290,1765,1.42234
300,1773,1.42879
310,1711,1.37883
320,1765,1.42234
330,1735,1.39817
340,1732,1.39575
350,1779,1.43363
360,1731,1.39495
370,1769,1.42557
380,1759,1.41751
390,1733,1.39656
400,1756,1.41509
410,1744,1.40542
420,1749,1.40945
430,1731,1.39495
440,1744,1.40542
450,1733,1.39656
460,1733,1.39656
470,1765,1.42234
480,1734,1.39736
490,1763,1.42073
500,1758,1.41670
510,1733,1.39656
520,1767,1.42396
530,1731,1.39495
540,1744,1.40542
550,1754,1.41348
560,1733,1.39656
570,1744,1.40542
580,1745,1.40623
590,1739,1.40139
600,1751,1.41106
610,1743,1.40462
620,1743,1.40462
630,1742,1.40381
640,1740,1.40220
650,1743,1.40462
660,1741,1.40300
670,1740,1.40220
680,1738,1.40059
690,1740,1.40220
700,1737,1.39978
710,1741,1.40300
720,1741,1.40300
730,1738,1.40059
740,1740,1.40220
750,1735,1.39817
760,1737,1.39978
770,1739,1.40139
780,1735,1.39817
790,1739,1.40139
800,1741,1.40300
810,1735,1.39817
820,1740,1.40220
830,1735,1.39817
840,1732,1.39575
850,1738,1.40059
860,1737,1.39978
870,1735,1.39817
880,1739,1.40139
890,1741,1.40300
900,1739,1.40139
910,1734,1.39736
920,1735,1.39817
930,1734,1.39736
940,1737,1.39978
950,1738,1.40059
960,1737,1.39978
970,1737,1.39978
980,1738,1.40059
990,1738,1.40059
1000,1733,1.39656
1010,1733,1.39656
1020,1734,1.39736
1030,1734,1.39736
1040,1734,1.39736
1050,1732,1.39575
1060,1735,1.39817
1070,1733,1.39656
1080,1731,1.39495
1090,1733,1.39656
1100,1730,1.39414
1110,1735,1.39817
1120,1732,1.39575
1130,1734,1.39736
1140,1733,1.39656
1150,1731,1.39495
1160,1733,1.39656
1170,1733,1.39656
1180,1733,1.39656
1190,1729,1.39333
1200,1732,1.39575
1210,1730,1.39414
1220,1734,1.39736
1230,1729,1.39333
1240,1732,1.39575
1250,1730,1.39414
1260,1729,1.39333
1270,1731,1.39495
1280,1731,1.39495
1290,1730,1.39414
1300,1730,1.39414
1310,1729,1.39333
1320,1728,1.39253
1330,1730,1.39414
1340,1729,1.39333
1350,1728,1.39253
1360,1728,1.39253
1370,1730,1.39414
1380,1729,1.39333
1390,1729,1.39333
1400,1728,1.39253
1410,1730,1.39414
1420,1729,1.39333
1430,1729,1.39333
1440,1729,1.39333
1450,1729,1.39333
1460,1729,1.39333
1470,1730,1.39414
1480,1731,1.39495
1490,1730,1.39414
1500,1730,1.39414
1510,1729,1.39333
1520,1728,1.39253
1530,1728,1.39253
1540,1728,1.39253
1550,1728,1.39253
1560,1728,1.39253
1570,1727,1.39172
1580,1728,1.39253
1590,1728,1.39253
1600,1726,1.39092
1610,1728,1.39253
1620,1728,1.39253
1630,1728,1.39253
1640,1727,1.39172
1650,1729,1.39333
1660,1728,1.39253
1670,1734,1.39736
1680,1726,1.39092
1690,1731,1.39495
1700,1727,1.39172
1710,1727,1.39172
1720,1726,1.39092
1730,1727,1.39172
1740,1725,1.39011
1750,1726,1.39092
1760,1728,1.39253
1770,1727,1.39172
1780,1727,1.39172
1790,1728,1.39253
1800,1729,1.39333
1810,1727,1.39172
1820,1728,1.39253
1830,1730,1.39414
1840,1727,1.39172
1850,1728,1.39253
1860,1724,1.38930
1870,1728,1.39253
1880,1726,1.39092
1890,1728,1.39253
1900,1728,1.39253
1910,1727,1.39172
1920,1728,1.39253
1930,1726,1.39092
1940,1728,1.39253
1950,1727,1.39172
1960,1728,1.39253
1970,1730,1.39414
1980,1728,1.39253
1990,1727,1.39172
2000,1728,1.39253
2010,1728,1.39253
2020,1727,1.39172
